id,intervention,sex,age,college,year,loc_1_bl,loc_2_bl,loc_3_bl,loc_4_bl,loc_5_bl,loc_6_bl,loc_7_bl,loc_8_bl,loc_9_bl,loc_10_bl,loc_1_fu,loc_2_fu,loc_3_fu,loc_4_fu,loc_5_fu,loc_6_fu,loc_7_fu,loc_8_fu,loc_9_fu,loc_10_fu,eff_1_bl,eff_2_bl,eff_3_bl,eff_4_bl,eff_5_bl,eff_1_fu,eff_2_fu,eff_3_fu,eff_4_fu,eff_5_fu
758,1,0,19,2,1,4,3,2,3,1,5,2,3,2,3,4,3,3,4,3,3,4,4,4,4,3,4,5,3,5,1,2,2,4,2
759,1,1,21,2,1,3,2,3,2,2,3,5,3,3,3,5,2,4,3,5,2,5,4,4,4,3,3,2,4,4,3,1,2,1,2
760,0,0,20,2,2,5,4,5,5,1,1,1,5,3,4,3,3,3,4,3,3,4,2,4,4,2,1,1,1,2,3,1,1,4,2
761,1,1,21,2,4,1,4,2,3,3,4,4,1,4,4,3,4,5,2,3,2,3,2,1,4,3,5,4,3,2,2,2,5,1,3
762,1,0,21,2,4,1,1,1,3,3,4,3,2,2,4,2,3,4,3,5,3,4,4,4,2,3,2,3,4,2,1,2,3,1,2
763,1,1,21,2,4,3,3,1,1,2,5,5,2,1,1,4,4,3,4,3,4,2,4,3,3,3,4,5,3,4,3,2,1,3,2
764,1,0,22,2,3,5,5,2,3,4,2,3,4,5,5,5,3,4,3,3,3,4,5,4,2,1,3,3,3,2,2,2,2,1,1
765,0,1,18,2,3,4,4,4,5,1,1,3,3,4,5,4,4,3,3,5,4,3,2,3,2,1,3,2,2,3,4,3,2,2,3
766,0,0,22,2,3,4,4,3,2,4,3,4,3,3,1,2,2,3,2,4,3,3,3,3,5,5,4,4,3,5,2,3,2,1,2
767,1,1,19,2,2,2,2,2,2,2,2,2,2,1,1,4,4,2,4,3,3,3,4,3,5,3,2,2,3,4,3,2,1,2,2
768,1,0,19,2,3,2,1,1,1,5,5,4,1,2,1,3,3,5,3,3,2,5,5,3,3,4,4,3,5,5,3,2,3,1,1
769,0,1,20,2,2,2,2,4,4,3,4,4,1,3,4,2,3,3,4,3,3,3,2,5,3,2,4,2,4,3,3,1,3,2,2
770,1,0,19,2,4,3,4,2,4,3,3,3,1,2,2,4,4,2,3,2,2,4,4,3,3,4,4,4,3,4,1,2,1,3,1
771,1,1,21,2,3,3,3,2,1,3,1,2,4,3,3,5,3,2,5,2,4,4,4,2,1,4,4,2,2,2,2,2,3,2,1
772,1,0,19,2,3,4,2,3,4,3,5,3,1,1,1,5,5,4,4,3,5,5,4,3,3,3,5,5,3,5,2,4,4,3,1
773,1,1,21,2,1,3,4,5,2,1,4,1,4,3,2,3,3,3,2,4,3,5,5,5,2,5,5,5,5,5,1,2,2,2,3
774,1,0,18,2,2,2,1,3,3,5,3,3,3,1,1,3,4,4,2,5,2,3,4,3,4,5,4,4,3,5,1,2,2,1,5
775,0,1,21,2,4,2,3,3,3,4,4,3,2,4,3,2,4,3,2,4,4,3,2,4,5,4,5,5,1,5,1,2,2,2,3
776,0,0,19,2,1,1,4,2,2,2,3,4,2,3,1,2,2,2,3,3,2,3,4,2,3,5,5,5,5,5,1,1,2,2,1
777,1,1,19,2,1,3,2,2,3,3,2,3,3,1,2,3,4,2,4,3,4,4,2,5,5,2,2,3,3,3,2,2,1,2,1
778,1,0,22,2,4,1,4,2,2,3,2,5,5,2,2,4,3,2,4,4,4,4,3,3,3,3,5,3,3,5,2,2,1,1,2
779,0,1,20,2,1,1,2,1,1,5,5,5,1,1,1,1,3,1,3,3,3,4,2,2,3,1,1,2,1,3,1,2,2,2,3
780,1,0,21,2,2,1,2,5,2,3,3,4,4,5,2,4,5,3,4,2,3,3,4,5,3,2,2,2,3,2,3,3,2,3,2
781,0,1,18,2,2,5,5,5,5,1,1,1,5,5,5,5,3,2,3,2,3,2,4,4,4,5,3,4,5,4,4,1,1,2,2
782,1,0,20,2,3,4,2,4,4,1,4,2,2,3,2,3,3,2,4,4,3,4,4,2,5,2,3,2,3,3,2,2,2,2,3
783,0,1,19,2,1,1,3,3,2,4,2,1,1,2,2,4,3,4,2,5,4,4,3,4,3,3,3,3,5,4,4,1,3,1,2
784,0,0,21,2,3,1,2,1,1,5,3,4,2,3,2,3,3,3,2,5,3,2,3,2,2,5,5,2,2,4,2,2,3,1,3
785,0,1,18,2,1,2,1,2,5,5,5,5,1,5,2,2,3,1,1,3,4,3,3,3,2,4,3,4,3,2,2,3,1,1,1
786,1,0,22,2,2,1,3,1,1,4,2,5,3,2,1,4,5,3,5,5,5,3,4,2,5,2,1,3,3,1,4,3,1,4,3
787,0,1,21,2,2,3,4,5,3,2,4,4,2,2,5,4,5,3,3,2,2,3,2,2,3,2,1,2,1,1,2,1,1,3,3
788,1,0,19,2,2,3,2,5,3,2,5,3,4,2,3,4,2,3,5,3,4,4,3,1,4,3,2,4,3,4,4,1,2,2,2
789,1,1,19,2,1,3,3,4,5,3,2,4,3,5,5,3,4,4,5,5,3,2,4,4,3,1,1,2,2,2,3,2,2,3,3
790,1,0,18,2,2,5,4,5,3,2,3,1,3,5,4,5,4,4,4,3,3,2,2,3,4,1,2,1,1,2,2,2,2,3,3
791,1,1,21,2,1,3,5,4,4,1,3,2,5,5,5,4,4,3,3,2,2,3,4,2,3,5,4,4,1,3,2,3,2,2,2
792,0,0,21,2,3,4,3,3,5,3,3,1,3,2,1,2,4,3,3,3,2,2,4,3,4,4,4,4,5,5,1,4,1,1,1
793,1,1,21,2,1,5,2,3,3,2,1,1,3,3,2,2,4,3,4,4,2,3,3,4,4,2,4,3,4,2,2,3,1,2,2
794,1,0,21,2,3,1,1,2,2,1,5,4,2,1,1,5,3,3,3,3,3,3,3,3,4,2,3,4,3,5,3,1,2,2,1
795,0,1,21,2,1,5,4,4,5,3,2,3,4,4,1,2,3,3,2,4,4,2,2,2,3,5,5,5,4,5,1,3,3,2,3
796,0,0,19,2,3,1,3,5,5,5,1,4,4,3,4,2,3,1,4,5,3,4,1,4,4,3,3,3,3,4,1,1,1,2,4
797,0,1,20,2,2,1,2,2,1,5,5,5,1,1,1,3,2,3,2,4,4,2,1,3,3,3,3,4,4,3,1,2,1,3,2
798,0,0,19,2,3,3,2,1,3,1,4,4,5,4,3,2,2,2,3,3,5,2,3,2,2,1,4,4,3,2,1,2,1,1,1
799,0,1,18,2,2,4,4,5,2,3,1,1,5,4,4,4,2,4,4,4,2,4,4,1,3,5,3,4,2,2,3,2,1,3,3
800,1,0,21,2,2,2,5,2,3,3,4,4,1,2,3,2,5,4,3,5,3,3,4,4,5,1,3,2,3,2,1,5,3,1,2
801,1,1,19,2,3,5,3,5,1,2,3,1,4,5,5,3,4,5,3,3,2,5,4,4,3,4,3,5,3,4,2,4,5,1,2
802,0,0,19,2,1,1,4,2,2,3,2,4,1,3,4,4,3,2,2,3,2,2,4,5,5,3,4,3,5,2,2,2,2,1,3
803,1,1,18,2,1,3,3,3,5,4,3,4,4,4,5,5,4,2,3,4,3,1,3,4,4,3,4,4,3,4,3,2,2,3,3
804,1,0,20,2,4,5,5,5,5,1,4,1,5,2,5,3,3,5,4,3,3,5,2,2,3,4,5,3,4,5,2,2,1,3,1
805,1,1,20,2,1,2,3,2,3,4,2,2,5,5,3,4,2,2,2,5,2,3,4,3,1,3,3,5,5,4,3,1,2,2,3
806,1,0,21,2,4,4,3,2,1,5,1,5,2,3,2,3,3,5,4,2,3,4,3,3,4,5,5,5,5,4,1,3,3,3,1
807,0,1,19,2,1,5,5,5,5,1,1,1,5,4,5,1,5,2,3,4,3,3,3,1,3,3,4,2,5,4,1,3,1,1,2
808,1,0,21,2,1,2,1,2,3,4,5,3,2,3,1,5,3,4,3,4,5,4,2,2,4,5,3,4,3,5,3,1,4,1,1
809,1,1,20,2,2,3,2,4,3,3,2,5,4,3,2,4,4,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,2,2
810,0,0,19,2,4,2,3,3,3,1,1,3,5,5,5,4,3,2,3,4,1,2,5,3,3,5,5,5,4,5,3,2,2,3,3
811,0,1,20,2,1,2,2,3,1,3,5,2,2,3,1,5,2,1,4,4,4,2,2,3,2,5,4,2,4,2,3,1,1,3,2
812,1,0,22,2,4,1,4,2,3,4,2,5,2,3,2,3,3,4,3,3,4,3,4,4,3,3,4,1,2,4,3,2,3,2,1
813,1,1,20,2,2,3,5,4,1,2,2,4,2,4,5,3,5,4,3,2,4,3,5,3,3,5,5,5,4,4,2,3,2,2,2
814,0,0,18,2,2,2,1,3,4,5,3,5,3,1,3,3,1,4,3,5,3,3,3,3,1,2,2,2,3,3,2,1,2,3,3
815,1,1,18,2,4,4,5,3,2,3,4,2,3,2,1,5,4,3,5,3,4,3,5,5,3,3,1,2,1,5,4,1,2,4,2
816,1,0,18,2,2,2,1,1,2,1,4,3,1,1,3,5,2,4,5,1,4,3,2,3,3,1,1,1,1,1,2,1,3,2,1
817,0,1,18,2,3,5,3,4,5,3,3,2,4,4,4,3,2,3,2,2,2,3,2,3,2,5,3,4,4,4,2,1,3,1,2
818,0,0,21,2,3,1,2,1,3,3,3,4,3,5,4,3,4,3,3,3,2,1,3,3,4,4,3,5,5,2,2,1,2,3,2
819,1,1,20,2,2,5,4,5,5,1,1,1,5,5,5,3,2,3,5,5,5,2,4,3,3,3,2,3,1,3,3,2,2,1,3
820,0,0,22,2,3,2,1,1,2,4,5,5,3,1,1,3,5,4,5,3,3,3,2,3,3,3,3,2,3,2,2,4,1,4,2
821,1,1,21,2,1,5,5,3,3,1,3,2,4,5,5,3,5,2,2,4,2,4,4,3,3,2,3,2,2,2,1,2,1,3,2
822,1,0,21,2,4,3,4,3,2,3,2,2,5,5,3,2,4,3,3,4,3,4,2,3,5,2,5,3,2,4,3,2,2,3,2
823,1,1,18,2,1,4,1,2,4,3,1,2,5,3,3,3,5,4,4,5,4,3,4,3,4,3,3,2,2,2,2,3,2,2,3
824,1,0,19,2,4,5,5,1,4,1,3,2,5,4,2,4,4,5,3,5,5,4,5,5,3,3,2,5,2,1,3,3,3,2,3
825,0,1,19,2,2,4,3,4,3,1,3,3,5,5,3,3,1,3,3,2,2,3,3,3,4,3,1,3,2,2,1,1,1,3,1
826,1,0,19,2,1,3,3,3,5,5,2,4,2,3,3,4,3,4,4,5,1,4,3,3,5,2,4,3,5,4,2,3,2,2,3
827,0,1,21,2,2,4,5,4,3,3,2,4,3,4,5,4,5,3,2,5,4,4,2,2,3,2,2,3,2,2,2,5,3,1,3
828,0,0,20,2,2,5,5,5,5,1,1,2,5,5,5,1,3,3,3,4,2,4,4,4,3,3,5,5,5,4,1,2,2,1,3
829,0,1,21,2,4,5,4,2,5,2,2,4,5,4,4,4,2,5,5,2,3,2,3,4,3,2,4,2,2,3,2,1,3,3,1
830,1,0,19,2,4,3,4,3,3,2,3,3,2,3,5,3,3,3,4,4,4,3,2,4,3,3,3,3,3,4,1,3,3,2,1
831,0,1,18,2,4,2,2,2,4,3,4,4,1,1,3,3,2,3,5,2,2,2,3,2,4,1,1,1,2,2,2,3,3,3,1
832,0,0,22,2,1,3,2,4,2,3,3,3,3,2,1,3,3,3,2,3,4,4,3,4,4,4,5,4,2,4,2,1,2,2,2
833,0,1,22,2,3,4,1,3,3,2,4,4,3,2,4,3,3,3,3,3,2,3,3,4,4,1,3,4,1,1,2,3,2,1,1
834,1,0,18,2,4,4,2,4,4,3,2,3,4,4,4,3,2,4,4,4,4,5,2,3,2,4,3,3,4,2,1,2,2,2,2
835,1,1,21,2,4,5,4,4,5,1,2,2,3,1,1,4,2,5,3,4,5,5,3,5,3,1,2,1,2,1,2,1,3,2,3
836,1,0,18,2,1,2,1,1,3,5,5,4,1,3,2,4,4,3,3,5,3,4,3,4,3,2,3,5,1,2,2,4,1,2,2
837,0,1,19,2,4,3,2,4,2,3,5,4,4,4,2,2,1,3,3,4,4,2,2,4,2,2,3,2,1,2,3,1,4,3,2
838,1,0,21,2,1,2,3,2,1,4,2,5,1,1,4,1,3,5,4,3,5,1,4,2,3,3,3,2,3,4,1,2,2,3,2
839,1,1,19,2,2,5,5,4,5,3,3,1,4,5,5,4,3,2,3,3,2,3,5,3,2,2,2,4,3,4,3,2,1,2,2
840,1,0,22,2,4,1,1,2,1,5,5,5,1,2,1,3,3,4,4,3,2,4,2,3,1,5,4,4,4,4,2,2,1,2,3
841,1,1,21,2,4,3,3,1,1,4,5,3,1,4,3,4,4,4,3,4,4,3,4,4,3,2,4,3,3,3,2,3,2,2,3
842,1,0,20,2,2,2,3,3,4,5,2,5,4,3,3,2,3,4,4,4,2,4,5,5,3,3,2,3,2,2,2,2,2,2,2
843,0,1,20,2,2,1,4,1,3,4,4,5,4,1,2,4,3,3,4,4,2,4,1,2,4,1,5,2,2,3,3,2,2,3,3
844,1,0,20,2,2,3,2,1,3,3,5,5,2,2,1,4,2,3,4,5,4,4,3,4,4,3,2,3,3,3,3,2,2,2,4
845,1,1,22,2,4,3,3,1,1,3,4,5,1,3,2,5,4,2,5,3,4,3,4,3,4,4,3,2,2,3,3,3,1,4,1
846,1,0,18,2,3,2,2,4,1,5,3,3,5,1,3,4,3,3,5,4,3,3,3,5,3,1,2,1,3,1,4,1,2,3,2
847,0,1,18,2,3,1,2,1,2,3,5,5,1,1,1,1,3,4,3,3,3,4,3,3,2,4,4,4,4,4,1,1,3,3,3
848,1,0,22,2,3,3,3,4,4,1,1,1,4,4,3,3,4,4,5,4,4,5,4,4,2,5,5,5,5,5,2,3,2,5,3
849,0,1,22,2,4,1,4,3,2,3,1,3,3,2,1,5,3,2,3,2,2,5,3,1,2,1,3,2,1,3,3,3,2,3,2
850,0,0,20,2,2,2,3,3,5,4,4,2,3,2,3,1,2,3,5,3,4,4,2,4,2,3,5,4,4,4,1,2,3,3,2
851,1,1,18,2,4,4,5,3,3,1,3,5,5,4,4,3,3,2,4,3,3,2,3,3,4,5,4,4,3,5,1,2,3,2,1
852,1,0,21,2,2,5,4,4,1,4,4,2,5,3,5,2,4,4,4,2,4,4,1,3,3,1,1,1,1,1,1,3,2,2,1
853,1,1,18,2,4,1,1,1,2,2,4,3,2,3,3,3,4,4,2,2,3,2,2,2,3,2,3,1,2,1,2,3,1,2,1
854,0,0,19,2,4,5,2,3,5,4,4,2,3,2,2,4,2,2,2,2,4,1,3,2,4,3,3,3,4,2,3,1,2,2,1
855,1,1,21,2,2,3,1,4,3,3,3,4,4,4,3,5,3,4,5,2,4,3,5,3,5,3,4,3,5,4,4,2,3,2,2
856,1,0,18,2,3,2,3,5,3,2,4,4,3,4,3,4,5,4,3,2,5,3,3,3,3,4,2,4,4,4,2,1,2,2,1
857,0,1,18,2,2,5,5,4,4,1,1,1,3,5,5,4,4,3,1,3,3,5,5,5,5,5,4,5,3,5,2,2,1,1,1
858,1,0,19,2,1,2,3,2,3,3,1,4,2,5,4,2,4,4,4,2,5,3,4,4,3,3,3,3,3,4,1,2,1,3,1
859,0,1,18,2,1,4,4,5,5,1,1,1,4,5,5,3,3,1,3,3,3,4,5,4,2,2,3,3,2,2,2,2,1,2,2
860,1,0,20,2,2,3,1,2,5,4,3,3,2,4,4,3,2,1,4,3,3,3,3,3,4,5,4,4,3,4,2,1,1,2,1
861,0,1,18,2,4,4,3,5,4,2,4,3,3,3,5,4,1,5,3,1,4,4,2,2,3,2,3,1,2,3,2,1,3,2,1
862,0,0,21,2,1,4,5,5,5,2,2,1,4,5,5,3,5,1,3,3,1,2,2,3,3,5,4,5,5,2,1,2,1,1,2
863,0,1,20,2,1,1,1,1,1,5,5,5,1,1,2,5,2,3,2,3,1,3,1,3,5,2,1,2,2,1,3,2,2,1,3
864,1,0,21,2,4,4,3,2,3,4,2,4,4,3,4,3,2,4,3,3,3,4,3,3,2,4,4,4,4,3,2,2,3,2,2
865,0,1,19,2,4,2,1,3,3,3,3,3,3,2,5,4,4,2,4,3,3,2,2,3,3,3,4,5,4,5,3,3,1,1,1
866,0,0,22,2,3,3,4,2,1,4,2,4,1,3,1,2,3,3,2,3,4,3,3,3,3,2,2,1,3,3,1,2,2,2,1
867,0,1,22,2,4,3,3,2,4,4,4,3,4,2,3,3,4,2,4,4,2,2,3,4,2,2,2,2,2,1,2,2,2,3,3
868,0,0,19,2,2,3,2,4,1,2,3,2,2,2,4,3,3,2,5,3,3,4,1,2,3,4,4,3,4,3,3,2,1,3,2
869,1,1,20,2,2,4,5,4,3,2,2,3,3,3,4,3,3,2,4,3,2,4,4,3,1,5,5,3,5,4,1,1,3,3,2
870,1,0,18,2,3,4,3,4,4,2,1,1,5,2,3,4,5,3,3,4,4,4,3,4,3,3,3,3,2,4,2,2,4,2,3
871,0,1,20,2,1,5,4,2,2,4,3,3,2,4,3,3,2,3,2,3,3,3,3,2,5,4,3,3,5,4,1,3,3,1,2
872,1,0,21,2,1,3,4,2,2,5,4,3,2,1,1,4,5,4,3,4,4,4,3,4,3,4,3,4,5,4,2,2,2,3,2
873,1,1,18,2,4,2,2,1,2,4,3,5,4,3,3,3,3,5,3,3,5,4,2,3,4,2,3,5,4,3,1,2,3,2,1
874,0,0,22,2,2,2,2,1,1,4,5,4,2,3,1,5,1,3,3,3,4,3,2,1,2,3,3,5,3,2,4,1,1,1,1
875,0,1,18,2,1,1,2,3,3,2,2,4,3,4,4,3,2,1,2,4,3,3,3,3,3,1,1,1,1,2,3,1,1,2,3
876,1,0,20,2,3,4,1,2,3,5,3,4,1,2,3,5,3,3,4,3,3,3,4,3,2,3,4,3,3,4,1,2,1,2,3
877,0,1,19,2,3,5,5,4,4,1,1,1,5,5,5,2,3,4,4,2,4,5,4,3,3,3,4,4,5,4,1,2,3,2,2
878,1,0,18,2,2,2,4,1,3,4,2,4,4,1,2,3,4,4,4,3,4,4,2,4,5,1,2,3,3,4,2,4,3,2,1
879,0,1,22,2,3,1,1,1,3,5,4,4,2,2,5,5,3,3,4,4,4,4,2,3,3,3,2,1,2,3,4,1,1,2,3
880,1,0,21,2,3,5,3,4,3,2,4,1,4,3,2,3,3,2,1,4,3,3,3,5,3,4,2,5,3,3,3,3,2,1,2
881,0,1,19,2,2,4,4,3,3,3,2,2,4,3,3,1,3,3,2,3,4,3,3,3,2,4,4,3,5,3,1,1,3,1,2
882,0,0,21,2,4,2,3,2,1,4,5,5,3,2,3,2,4,1,2,1,4,2,4,3,1,4,2,2,4,4,1,3,1,2,1
883,0,1,20,2,4,4,4,4,5,3,4,5,3,3,4,3,3,1,3,3,3,3,3,2,2,1,3,2,1,1,2,2,1,1,4
884,0,0,22,2,3,5,4,5,5,1,3,3,5,4,5,3,3,2,4,4,3,2,3,3,4,1,1,3,2,2,1,1,1,3,2
885,1,1,19,2,4,2,5,1,1,5,1,5,1,4,1,3,5,3,3,4,4,3,4,2,1,3,3,3,2,4,3,3,3,2,1
886,1,0,18,2,4,2,1,2,2,4,3,4,1,2,4,1,3,5,5,5,4,2,4,4,4,5,4,3,4,4,1,2,2,3,3
887,1,1,21,2,3,1,2,1,2,5,4,3,2,2,1,3,5,5,3,4,4,4,4,4,5,2,1,2,2,2,2,3,3,1,2
888,0,0,19,2,4,3,1,1,4,4,3,5,1,2,1,3,4,2,1,3,4,2,3,1,4,3,4,4,5,4,2,3,1,1,1
889,1,1,18,2,3,4,4,5,4,1,1,1,4,5,3,1,3,4,4,4,2,4,3,3,2,3,4,2,2,3,1,2,2,3,3
890,1,0,18,2,1,5,4,5,4,3,3,1,5,5,2,4,3,5,4,4,5,2,3,4,4,4,2,3,4,3,3,3,3,2,3
891,1,1,18,2,2,4,3,4,2,3,2,5,3,5,5,2,5,4,5,3,3,3,3,2,3,1,1,1,1,1,1,3,1,2,1
892,1,0,22,2,2,3,2,1,2,4,4,5,1,1,1,3,3,3,3,3,2,2,4,3,3,3,3,4,3,3,1,2,2,2,3
893,1,1,20,2,4,4,3,3,3,4,3,3,3,5,5,3,4,2,4,4,2,5,3,2,3,4,3,2,2,1,3,2,2,3,3
894,0,0,19,2,4,4,4,2,5,4,2,1,2,5,5,3,3,4,4,4,4,3,3,3,3,3,2,4,5,3,3,2,3,2,2
895,0,1,21,2,4,1,1,1,1,5,3,4,2,2,1,3,2,2,4,3,3,3,4,2,3,2,4,3,5,3,2,1,1,3,1
896,1,0,19,2,2,2,5,4,3,2,1,5,2,3,3,3,3,3,4,4,3,4,3,3,3,5,3,5,4,3,1,2,2,2,3
897,0,1,22,2,1,5,3,5,3,2,2,2,2,5,2,3,3,2,3,4,4,3,4,3,3,5,5,4,5,5,2,3,2,3,3
898,0,0,18,2,1,4,1,2,2,4,3,4,1,1,1,4,4,5,3,5,4,3,3,3,4,1,3,1,2,3,4,2,3,1,3
899,0,1,19,2,2,3,4,5,4,1,4,1,3,4,3,2,3,2,5,1,4,5,3,2,3,4,3,2,3,3,1,1,2,4,1
900,1,0,18,2,1,3,4,2,2,4,5,3,4,1,3,4,5,3,3,3,4,2,4,2,3,1,2,2,1,1,2,2,4,2,2
901,0,1,18,2,2,2,3,2,1,4,4,4,1,3,2,4,1,2,3,2,2,3,3,3,5,3,2,3,4,4,2,1,1,1,1
902,0,0,20,2,1,5,3,4,2,2,2,2,3,2,4,3,3,5,4,3,3,3,4,1,3,3,4,2,3,3,3,2,3,2,2
903,0,1,22,2,3,3,3,5,3,1,5,2,1,3,2,4,2,3,2,3,3,4,4,3,4,1,2,4,5,2,2,1,1,2,1
904,0,0,22,2,3,1,1,1,1,3,4,5,1,2,3,1,3,4,4,3,4,3,4,4,2,4,3,3,4,4,1,2,2,2,2
905,1,1,20,2,2,5,4,3,5,3,1,3,2,5,3,3,4,3,3,4,3,3,3,4,5,3,2,2,3,3,1,3,2,2,2
906,1,0,21,2,1,3,3,4,4,3,2,4,3,3,3,3,4,5,4,2,4,4,3,3,3,3,3,3,2,4,3,3,3,2,1
907,0,1,20,2,4,1,1,2,2,5,3,3,3,3,1,2,4,3,4,3,2,3,4,3,3,2,4,3,3,2,2,3,1,2,2
908,1,0,18,2,1,2,1,3,3,5,2,2,3,3,3,3,3,3,4,2,4,3,2,4,3,2,3,3,5,2,2,1,2,1,2
909,0,1,18,2,3,1,2,2,2,4,4,3,2,1,2,3,4,3,4,3,4,3,3,3,4,1,1,1,1,1,1,3,1,2,3
910,0,0,20,2,3,2,1,3,4,4,5,3,1,2,1,1,3,4,3,2,4,4,3,4,2,1,2,2,1,1,1,2,2,1,1
911,0,1,21,2,1,2,1,3,3,4,3,3,2,3,1,3,2,4,3,4,4,3,2,2,2,2,3,3,2,1,2,1,2,2,2
912,1,0,21,2,1,5,2,2,2,3,4,4,2,5,2,5,4,3,2,3,3,2,3,5,2,3,1,2,2,3,3,4,1,1,2
913,1,1,21,2,4,3,1,3,3,3,1,5,1,3,3,2,2,4,3,2,3,5,3,3,4,3,3,4,4,3,1,2,2,2,2
914,0,0,22,2,4,2,4,1,2,4,4,4,3,4,2,3,3,5,2,4,3,2,2,2,2,4,4,4,5,2,1,2,3,1,3
915,0,1,21,2,1,3,5,5,4,3,1,2,5,5,5,3,2,2,5,2,4,5,3,2,4,3,3,2,2,2,1,1,2,2,1
916,1,0,22,2,1,2,3,1,4,4,3,3,1,1,2,1,2,3,3,4,3,4,5,4,3,1,2,2,1,2,1,1,1,2,4
917,1,1,21,2,1,2,1,1,2,5,5,5,1,2,1,4,3,3,4,3,4,2,4,2,3,2,4,5,2,4,3,2,3,3,1
918,1,0,22,2,1,5,5,1,3,2,2,2,4,5,3,4,2,4,1,4,2,3,5,1,1,3,2,5,3,3,3,1,2,1,1
919,1,1,22,2,2,1,1,1,1,4,2,4,4,1,3,4,3,5,4,3,5,4,4,4,3,4,5,4,4,4,2,1,3,2,1
920,1,0,21,2,1,3,3,5,4,1,4,2,1,5,3,1,2,5,4,2,4,2,5,2,4,4,4,3,1,4,1,2,1,2,1
921,0,1,22,2,4,4,5,4,4,1,4,4,4,4,4,4,3,3,5,1,4,3,3,2,4,4,2,2,2,3,3,2,1,2,1
922,0,0,21,2,3,5,2,3,1,3,1,4,3,4,4,2,2,2,5,5,2,3,3,3,3,2,3,3,5,3,1,2,2,3,3
923,0,1,21,2,2,2,3,1,2,3,3,2,3,5,1,1,3,2,4,3,1,3,4,3,4,4,3,5,5,5,1,1,1,3,2
924,0,0,18,2,1,4,5,5,4,1,2,2,5,4,4,5,1,3,2,5,2,2,1,3,4,2,3,3,4,4,4,2,2,2,3
925,0,1,19,2,3,3,4,3,4,5,4,5,3,4,3,2,2,2,4,1,2,3,1,3,2,3,2,3,3,3,2,1,1,2,1
926,0,0,19,2,2,2,4,3,1,5,4,2,1,3,2,3,4,3,4,5,3,5,4,3,2,4,5,3,5,4,3,3,2,3,4
927,0,1,21,2,3,5,2,4,4,2,3,3,3,4,4,2,4,1,3,2,1,2,5,3,3,5,5,5,5,5,2,2,2,1,1
928,1,0,19,2,1,5,3,2,4,2,1,4,4,5,2,4,5,5,4,3,2,3,4,3,3,2,5,2,3,4,3,3,2,3,2
929,0,1,19,2,1,3,2,4,3,3,3,3,3,4,5,4,3,4,2,2,4,5,2,4,1,1,3,3,4,3,3,2,4,2,1
930,1,0,21,2,4,2,1,2,3,4,4,3,2,1,2,4,5,3,2,4,2,5,2,2,3,2,3,3,3,5,2,2,1,1,2
931,0,1,20,2,1,4,4,5,5,1,3,2,4,3,4,4,3,3,3,3,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2
932,0,0,22,2,1,5,3,5,2,2,3,2,4,4,4,3,3,2,4,3,2,3,3,2,3,3,2,3,4,3,2,2,1,2,3
933,1,1,18,2,2,2,2,1,3,3,3,4,3,1,1,5,4,3,3,3,4,2,5,5,5,5,5,4,4,5,2,1,2,1,2
934,1,0,21,2,4,2,4,5,4,4,1,1,5,3,3,4,3,4,4,2,3,5,3,2,3,1,3,3,1,2,3,2,2,3,1
935,0,1,18,2,2,3,3,5,3,2,3,1,4,5,3,4,3,4,3,3,2,1,3,1,3,2,1,1,2,2,2,2,2,2,3
936,0,0,20,2,3,1,3,2,4,2,2,4,1,3,4,3,3,3,3,3,2,3,2,3,1,1,3,5,2,1,3,1,1,2,1
937,0,1,18,2,1,1,2,4,2,2,5,4,4,2,3,1,3,3,2,2,2,4,3,3,3,3,3,2,3,4,1,1,1,1,2
938,0,0,18,2,3,5,4,5,5,3,2,3,5,3,2,3,5,3,2,3,3,3,3,4,3,5,5,5,4,4,2,3,3,2,2
939,1,1,21,2,2,3,3,3,2,2,3,3,1,2,3,3,3,4,4,1,5,3,4,5,3,5,5,4,4,5,3,2,2,2,1
940,0,0,21,2,1,3,1,2,3,3,4,5,2,1,2,3,3,4,2,3,3,3,2,2,3,1,2,1,3,1,3,2,3,1,2
941,1,1,21,2,1,4,4,4,3,2,4,4,1,1,4,3,3,3,3,2,3,2,4,5,3,3,4,5,4,4,1,2,2,2,2
942,1,0,19,2,2,5,3,4,3,3,4,5,2,2,3,2,4,4,5,3,4,4,2,2,3,4,4,3,4,3,3,1,2,4,2
943,1,1,20,2,2,1,1,1,1,5,5,5,3,4,3,4,3,3,4,4,5,3,3,3,5,3,3,2,2,2,3,2,3,3,3
944,0,0,21,2,2,4,5,4,4,2,1,3,3,4,2,2,3,3,3,3,2,4,3,2,4,4,2,3,2,3,1,1,1,3,1
945,0,1,20,2,2,1,1,1,3,3,3,4,1,1,5,3,3,3,4,5,2,3,3,2,2,3,5,5,5,5,1,2,3,3,2
946,0,0,22,2,2,3,1,2,5,4,3,2,2,4,2,2,3,2,1,3,2,3,5,4,3,4,3,2,5,4,1,1,1,1,2
947,1,1,22,2,1,3,1,2,4,5,5,3,2,5,2,3,4,4,3,3,2,5,3,5,2,3,3,2,1,2,1,2,1,1,3
